Table: Ground-state properties of even-even nuclei calculated by the DRHBc theory

Z				Proton number
N				Neutron number
A				Mass number
Eb_cal			(MeV) Binding energy from DRHBc calculations
Ebrot_cal		(MeV) Binding energy plus rotational correction energy from DRHBc calculations, which is suggested to be compared with the experimental value
Eb_exp			(MeV) Binding energy from experimental data
S2n				(MeV) Two-neutron separation energy
S2p				(MeV) Two-proton separation energy
Rn				(fm) Neutron root-mean-square radius
Rp				(fm) Proton root-mean-square radius
Rm				(fm) Matter root-mean-square radius
Rch_cal			(fm) Charge radius from DRHBc calculations
Rch_exp			(fm) Charge radius from experimental data
beta_n			Neutron quadrupole deformation
beta_p			Proton quadrupole deformation
beta_t			Matter quadrupole deformation
lam_n			(MeV) Neutron Fermi surface
lam_p			(MeV) Proton Fermi surface

Note: Unavailable data are shown by ####

Z	A	N	Eb_cal	Ebrot_cal	Eb_exp	S2n	S2p	    Rn	    Rp	    Rm	    Rch_cal	Rch_exp	beta_n	beta_p	beta_t	lam_n	lam_p
104	258	154	1902.34	1904.29	1904.69	13.73	6.96	6.22	6.03	6.14	6.09	####	0.291	0.305	0.297	-6.80	-2.84
104	260	156	1915.73	1917.66	####	13.39	7.77	6.24	6.05	6.16	6.10	####	0.286	0.300	0.291	-6.66	-3.28
104	262	158	1928.80	1930.69	####	13.06	8.55	6.26	6.06	6.18	6.11	####	0.282	0.295	0.287	-6.40	-3.71
104	264	160	1941.20	1943.22	####	12.40	9.27	6.28	6.07	6.20	6.12	####	0.273	0.287	0.279	-6.12	-4.14
104	266	162	1953.26	1955.25	####	12.06	10.03	6.30	6.08	6.21	6.13	####	0.264	0.279	0.269	-5.59	-4.58
104	268	164	1963.31	1965.46	####	10.05	10.47	6.32	6.09	6.23	6.14	####	0.254	0.270	0.260	-5.03	-4.82
104	270	166	1973.19	1975.40	####	9.88	10.86	6.34	6.10	6.25	6.15	####	0.233	0.251	0.240	-5.01	-5.05
104	272	168	1983.17	1985.30	####	9.98	11.27	6.35	6.10	6.25	6.15	####	0.199	0.215	0.205	-5.11	-5.31
104	274	170	1993.38	1995.39	####	10.21	11.79	6.36	6.10	6.26	6.15	####	0.169	0.180	0.173	-5.19	-5.60
104	276	172	2003.70	2005.57	####	10.32	12.06	6.38	6.10	6.28	6.16	####	0.148	0.157	0.151	-5.16	-5.85
104	278	174	2013.91	2015.73	####	10.21	12.28	6.40	6.11	6.29	6.16	####	0.136	0.142	0.138	-4.86	-6.10
104	280	176	2024.29	2025.81	####	10.38	12.74	6.42	6.12	6.31	6.17	####	-0.120	-0.120	-0.120	-5.23	-6.09
104	282	178	2034.66	2035.90	####	10.37	13.24	6.44	6.12	6.32	6.17	####	-0.108	-0.108	-0.108	-4.77	-6.35
104	284	180	2043.66	2044.93	####	9.00	13.64	6.46	6.12	6.34	6.18	####	-0.073	-0.076	-0.074	-4.67	-6.57
104	286	182	2053.13	2053.13	####	9.48	14.04	6.48	6.13	6.35	6.18	####	-0.048	-0.050	-0.048	-4.43	-6.79
104	288	184	2062.29	2062.29	####	9.15	14.36	6.50	6.13	6.37	6.18	####	0.000	0.000	0.000	-3.96	-6.96
104	290	186	2067.89	2067.89	####	5.61	15.01	6.52	6.15	6.39	6.21	####	0.000	0.000	0.000	-2.83	-7.29
104	292	188	2073.66	2074.76	####	5.76	15.72	6.56	6.18	6.42	6.23	####	0.053	0.071	0.059	-3.14	-7.61
104	294	190	2080.14	2081.40	####	6.49	16.18	6.59	6.21	6.46	6.26	####	0.094	0.117	0.102	-3.36	-7.85
104	296	192	2086.93	2088.24	####	6.78	16.74	6.62	6.23	6.49	6.28	####	0.124	0.145	0.131	-3.38	-8.07
104	298	194	2093.56	2095.03	####	6.63	17.33	6.65	6.25	6.51	6.30	####	0.147	0.167	0.154	-3.33	-8.34
104	300	196	2100.18	2101.67	####	6.61	17.91	6.68	6.27	6.54	6.32	####	0.170	0.189	0.177	-3.33	-8.61
104	302	198	2106.78	2108.26	####	6.61	18.51	6.71	6.29	6.57	6.34	####	0.192	0.208	0.198	-3.30	-8.91
104	304	200	2113.25	2114.78	####	6.46	19.14	6.74	6.31	6.60	6.36	####	0.210	0.224	0.215	-3.22	-9.22
104	306	202	2119.57	2121.11	####	6.33	19.80	6.77	6.33	6.63	6.38	####	0.226	0.237	0.229	-3.15	-9.55
104	308	204	2125.73	2127.16	####	6.16	20.46	6.80	6.35	6.65	6.40	####	0.237	0.246	0.240	-3.02	-9.89
104	310	206	2131.56	2132.99	####	5.83	21.10	6.82	6.36	6.67	6.41	####	0.247	0.254	0.249	-2.84	-10.21
104	312	208	2137.02	2138.40	####	5.47	21.72	6.85	6.38	6.70	6.43	####	0.257	0.266	0.260	-2.59	-10.52
104	314	210	2141.89	2143.44	####	4.87	22.20	6.87	6.40	6.72	6.45	####	0.263	0.270	0.265	-2.42	-10.78
104	316	212	2146.64	2148.28	####	4.75	22.71	6.90	6.41	6.74	6.46	####	0.269	0.276	0.271	-2.39	-11.03
104	318	214	2151.38	2153.04	####	4.74	23.26	6.93	6.43	6.77	6.48	####	0.275	0.282	0.277	-2.38	-11.28
104	320	216	2156.09	2157.67	####	4.71	23.85	6.95	6.44	6.79	6.49	####	0.279	0.288	0.282	-2.34	-11.53
104	322	218	2160.68	2162.00	####	4.58	24.46	6.97	6.46	6.81	6.50	####	0.282	0.291	0.285	-2.01	-11.80
104	324	220	2164.06	2165.69	####	3.38	24.98	7.00	6.47	6.83	6.52	####	0.280	0.291	0.283	-1.66	-12.06
104	326	222	2167.27	2169.00	####	3.21	25.47	7.02	6.48	6.85	6.53	####	0.278	0.289	0.282	-1.60	-12.30
104	328	224	2170.37	2172.11	####	3.10	25.92	7.04	6.49	6.87	6.54	####	0.275	0.287	0.279	-1.54	-12.52
104	330	226	2173.34	2175.06	####	2.98	26.31	7.07	6.50	6.89	6.55	####	0.270	0.281	0.273	-1.49	-12.74
104	332	228	2176.22	2177.87	####	2.88	26.67	7.09	6.51	6.91	6.56	####	0.261	0.273	0.265	-1.44	-12.95
104	334	230	2178.98	2180.47	####	2.75	27.02	7.11	6.52	6.93	6.57	####	0.252	0.263	0.255	-1.27	-13.16
104	336	232	2181.13	2182.78	####	2.15	27.44	7.13	6.53	6.95	6.58	####	0.242	0.254	0.246	-0.98	-13.41
104	338	234	2182.91	2184.64	####	1.78	27.70	7.15	6.54	6.97	6.59	####	0.231	0.243	0.235	-0.89	-13.56
104	340	236	2184.59	2186.36	####	1.68	27.92	7.17	6.55	6.98	6.60	####	0.218	0.232	0.222	-0.86	-13.68
104	342	238	2186.21	2187.86	####	1.63	28.12	7.18	6.55	6.99	6.60	####	0.189	0.197	0.191	-0.98	-13.84
104	344	240	2188.26	2189.75	####	2.05	28.43	7.19	6.56	7.01	6.60	####	0.166	0.170	0.167	-1.08	-13.96
104	346	242	2190.39	2191.84	####	2.13	28.64	7.21	6.56	7.02	6.61	####	0.150	0.154	0.151	-1.10	-14.08
104	348	244	2192.59	2194.01	####	2.20	28.90	7.23	6.57	7.04	6.62	####	0.136	0.138	0.137	-1.13	-14.22
104	350	246	2194.85	2196.12	####	2.26	29.19	7.26	6.58	7.06	6.63	####	0.125	0.123	0.124	-1.01	-14.37
104	352	248	2196.79	2197.97	####	1.94	29.06	7.27	6.58	7.08	6.63	####	-0.120	-0.109	-0.117	-1.22	-14.30
104	354	250	2199.25	2200.28	####	2.46	29.33	7.29	6.59	7.09	6.64	####	-0.103	-0.094	-0.101	-1.26	-14.44
104	356	252	2201.75	2202.43	####	2.50	29.61	7.32	6.60	7.11	6.64	####	-0.092	-0.082	-0.089	-1.11	-14.58
104	358	254	2203.95	2204.72	####	2.20	29.73	7.34	6.60	7.13	6.65	####	-0.058	-0.053	-0.056	-1.23	-14.66
104	360	256	2206.50	2206.50	####	2.55	29.91	7.36	6.60	7.15	6.65	####	-0.037	-0.033	-0.036	-1.17	-14.75
104	362	258	2209.17	2209.17	####	2.67	30.01	7.39	6.60	7.17	6.65	####	0.000	0.000	0.000	-0.43	-14.82
104	364	260	2207.55	2207.55	####	-1.62	30.30	7.41	6.61	7.19	6.66	####	0.000	0.000	0.000	0.77	-14.97
106	250	144	1824.21	1826.10	####	####	0.09	6.10	5.99	6.05	6.04	####	0.263	0.277	0.269	-8.99	0.32
106	252	146	1841.99	1843.96	####	17.77	0.78	6.12	6.01	6.07	6.06	####	0.279	0.293	0.284	-8.84	-0.02
106	254	148	1859.44	1861.24	####	17.45	1.49	6.15	6.02	6.10	6.08	####	0.289	0.304	0.295	-8.52	-0.36
106	256	150	1876.01	1877.88	####	16.57	2.15	6.17	6.03	6.11	6.08	####	0.289	0.302	0.295	-8.10	-0.68
106	258	152	1891.83	1893.88	####	15.82	3.21	6.19	6.04	6.13	6.10	####	0.291	0.304	0.297	-7.61	-1.11
106	260	154	1906.53	1908.71	1909.07	14.71	4.19	6.22	6.06	6.15	6.11	####	0.285	0.298	0.291	-7.30	-1.56
106	262	156	1920.94	1923.09	1923.39	14.40	5.20	6.24	6.07	6.17	6.12	####	0.281	0.293	0.286	-7.15	-2.03
106	264	158	1935.00	1937.16	####	14.06	6.20	6.26	6.08	6.19	6.13	####	0.278	0.291	0.283	-6.91	-2.50
106	266	160	1948.49	1950.76	####	13.49	7.30	6.28	6.09	6.21	6.15	####	0.273	0.286	0.278	-6.61	-3.04
106	268	162	1961.47	1963.63	####	12.97	8.21	6.30	6.10	6.22	6.15	####	0.263	0.278	0.269	-5.98	-3.57
106	270	164	1972.08	1974.38	####	10.62	8.77	6.32	6.11	6.24	6.16	####	0.254	0.270	0.260	-5.31	-3.92
106	272	166	1982.51	1984.86	####	10.43	9.32	6.34	6.12	6.26	6.17	####	0.237	0.255	0.244	-5.26	-4.26
106	274	168	1993.06	1995.20	####	10.55	9.89	6.35	6.12	6.26	6.17	####	0.195	0.209	0.201	-5.44	-4.62
106	276	170	2003.87	2005.90	####	10.81	10.49	6.36	6.12	6.27	6.17	####	0.169	0.181	0.174	-5.46	-4.94
106	278	172	2014.70	2016.64	####	10.83	11.00	6.38	6.12	6.28	6.18	####	0.150	0.160	0.154	-5.42	-5.21
106	280	174	2025.41	2027.28	####	10.71	11.50	6.40	6.13	6.30	6.18	####	0.137	0.146	0.140	-5.11	-5.48
106	282	176	2035.71	2037.24	####	10.30	11.43	6.42	6.13	6.31	6.19	####	-0.118	-0.118	-0.118	-5.50	-5.44
106	284	178	2046.60	2047.86	####	10.89	11.94	6.44	6.14	6.33	6.19	####	-0.107	-0.107	-0.107	-5.02	-5.70
106	286	180	2056.08	2057.38	####	9.47	12.42	6.45	6.14	6.34	6.19	####	-0.072	-0.075	-0.073	-4.91	-5.96
106	288	182	2066.00	2066.00	####	9.93	12.87	6.47	6.15	6.36	6.20	####	-0.048	-0.050	-0.049	-4.60	-6.20
106	290	184	2075.51	2075.51	####	9.51	13.22	6.49	6.15	6.37	6.20	####	0.000	0.000	0.000	-4.21	-6.39
106	292	186	2081.77	2081.77	####	6.26	13.88	6.52	6.17	6.40	6.22	####	0.000	0.000	0.000	-3.15	-6.72
106	294	188	2088.17	2089.29	####	6.40	14.52	6.55	6.20	6.43	6.25	####	0.050	0.068	0.057	-3.43	-7.02
106	296	190	2095.16	2096.41	####	6.99	15.02	6.58	6.22	6.46	6.28	####	0.084	0.107	0.092	-3.52	-7.27
106	298	192	2102.33	2103.61	####	7.16	15.40	6.62	6.24	6.49	6.30	####	0.119	0.141	0.127	-3.63	-7.43
106	300	194	2109.63	2111.61	####	7.31	16.07	6.75	6.39	6.63	6.44	####	0.385	0.384	0.384	-3.81	-8.40
106	302	196	2117.05	2119.01	####	7.42	16.88	6.78	6.40	6.65	6.45	####	0.387	0.386	0.387	-3.64	-8.71
106	304	198	2124.09	2125.94	####	7.04	17.31	6.80	6.42	6.67	6.47	####	0.389	0.388	0.388	-3.37	-9.00
106	306	200	2130.91	2132.50	####	6.82	17.67	6.74	6.33	6.60	6.38	####	0.215	0.232	0.221	-3.55	-8.51
106	308	202	2137.92	2139.48	####	7.00	18.34	6.77	6.35	6.63	6.40	####	0.231	0.247	0.237	-3.48	-8.85
106	310	204	2144.73	2146.19	####	6.82	19.01	6.80	6.37	6.65	6.42	####	0.241	0.255	0.246	-3.34	-9.16
106	312	206	2151.21	2152.68	####	6.47	19.65	6.82	6.39	6.68	6.44	####	0.249	0.262	0.253	-3.17	-9.47
106	314	208	2157.33	2158.67	####	6.12	20.31	6.85	6.40	6.70	6.45	####	0.259	0.270	0.263	-2.87	-9.79
106	316	210	2162.71	2164.25	####	5.38	20.81	6.87	6.42	6.72	6.47	####	0.261	0.270	0.264	-2.67	-10.04
106	318	212	2167.95	2169.60	####	5.24	21.31	6.89	6.43	6.74	6.48	####	0.264	0.272	0.267	-2.64	-10.29
106	320	214	2173.17	2174.83	####	5.22	21.79	6.92	6.44	6.77	6.49	####	0.269	0.276	0.272	-2.62	-10.53
106	322	216	2178.34	2179.91	####	5.18	22.25	6.94	6.46	6.79	6.51	####	0.274	0.280	0.276	-2.57	-10.76
106	324	218	2183.37	2184.69	####	5.02	22.69	6.97	6.47	6.81	6.52	####	0.277	0.283	0.279	-2.25	-10.96
106	326	220	2187.28	2188.95	####	3.92	23.22	6.99	6.49	6.83	6.54	####	0.275	0.283	0.278	-1.90	-11.23
106	328	222	2190.94	2192.72	####	3.66	23.68	7.01	6.50	6.85	6.55	####	0.273	0.281	0.276	-1.82	-11.46
106	330	224	2194.48	2196.29	####	3.54	24.12	7.04	6.51	6.87	6.56	####	0.269	0.278	0.272	-1.77	-11.67
106	332	226	2197.93	2199.71	####	3.45	24.59	7.06	6.52	6.89	6.57	####	0.263	0.273	0.266	-1.73	-11.91
106	334	228	2201.30	2203.00	####	3.37	25.08	7.08	6.53	6.91	6.58	####	0.256	0.266	0.259	-1.68	-12.16
106	336	230	2204.52	2206.12	####	3.22	25.55	7.10	6.54	6.93	6.59	####	0.249	0.259	0.252	-1.53	-12.41
106	338	232	2207.29	2208.94	####	2.77	26.17	7.12	6.55	6.94	6.60	####	0.241	0.251	0.244	-1.20	-12.75
106	340	234	2209.36	2211.11	####	2.07	26.45	7.14	6.56	6.96	6.61	####	0.230	0.242	0.233	-1.03	-12.91
106	342	236	2211.31	2213.10	####	1.95	26.72	7.16	6.56	6.98	6.61	####	0.217	0.230	0.221	-1.00	-13.07
106	344	238	2213.28	2214.91	####	1.97	27.06	7.17	6.57	6.99	6.62	####	0.186	0.193	0.188	-1.15	-13.26
106	346	240	2215.58	2217.12	####	2.30	27.32	7.18	6.57	7.00	6.62	####	0.167	0.174	0.169	-1.20	-13.39
106	348	242	2217.96	2219.49	####	2.38	27.57	7.20	6.58	7.02	6.63	####	0.152	0.158	0.154	-1.23	-13.53
106	350	244	2220.44	2221.93	####	2.48	27.85	7.22	6.59	7.04	6.64	####	0.138	0.141	0.139	-1.27	-13.69
106	352	246	2223.00	2224.35	####	2.57	28.15	7.25	6.59	7.06	6.64	####	0.126	0.127	0.127	-1.10	-13.84
106	354	248	2224.86	2226.16	####	1.86	28.07	7.26	6.60	7.07	6.65	####	0.104	0.109	0.106	-1.01	-13.89
106	356	250	2227.52	2228.53	####	2.66	28.27	7.28	6.61	7.09	6.65	####	-0.102	-0.092	-0.099	-1.40	-13.91
106	358	252	2230.29	2230.99	####	2.77	28.54	7.31	6.61	7.11	6.66	####	-0.091	-0.081	-0.088	-1.22	-14.05
106	360	254	2232.67	2233.45	####	2.38	28.72	7.33	6.61	7.12	6.66	####	-0.058	-0.052	-0.056	-1.33	-14.15
106	362	256	2235.42	2235.42	####	2.75	28.92	7.35	6.61	7.14	6.66	####	-0.037	-0.033	-0.036	-1.35	-14.25
106	364	258	2238.23	2238.23	####	2.81	29.06	7.38	6.61	7.16	6.66	####	0.000	0.000	0.000	-0.57	-14.33
106	366	260	2236.94	2236.94	####	-1.30	29.39	7.40	6.63	7.19	6.68	####	0.000	0.000	0.000	0.61	-14.50
108	258	150	1876.56	1878.47	####	####	0.55	6.18	6.05	6.13	6.11	####	0.286	0.298	0.291	-8.45	0.04
108	260	152	1893.09	1895.15	####	16.54	1.27	6.20	6.06	6.14	6.12	####	0.286	0.297	0.290	-7.99	-0.29
108	262	154	1908.69	1910.75	####	15.59	2.16	6.22	6.07	6.16	6.12	####	0.270	0.279	0.274	-7.74	-0.75
108	264	156	1923.94	1926.03	1926.77	15.25	3.00	6.24	6.08	6.18	6.14	####	0.268	0.277	0.272	-7.56	-1.13
108	266	158	1938.82	1941.02	1941.34	14.88	3.82	6.26	6.10	6.20	6.15	####	0.269	0.279	0.273	-7.36	-1.48
108	268	160	1953.32	1955.63	####	14.50	4.83	6.28	6.11	6.21	6.16	####	0.265	0.276	0.270	-7.17	-1.91
108	270	162	1967.54	1969.76	####	14.22	6.08	6.30	6.12	6.23	6.17	####	0.259	0.272	0.264	-6.49	-2.41
108	272	164	1979.00	1981.33	####	11.46	6.92	6.33	6.13	6.25	6.18	####	0.249	0.265	0.255	-5.71	-2.87
108	274	166	1990.20	1992.60	####	11.20	7.69	6.34	6.14	6.26	6.19	####	0.235	0.253	0.242	-5.62	-3.33
108	276	168	2001.58	2003.65	####	11.38	8.52	6.35	6.13	6.27	6.18	####	0.190	0.202	0.194	-5.79	-3.93
108	278	170	2013.05	2015.09	####	11.46	9.17	6.37	6.14	6.28	6.19	####	0.170	0.181	0.174	-5.75	-4.26
108	280	172	2024.43	2026.44	####	11.38	9.73	6.38	6.14	6.29	6.19	####	0.152	0.162	0.156	-5.69	-4.54
108	282	174	2035.67	2037.61	####	11.24	10.26	6.40	6.15	6.31	6.20	####	0.138	0.148	0.142	-5.36	-4.82
108	284	176	2046.11	2047.92	####	10.44	10.40	6.41	6.15	6.32	6.20	####	0.105	0.113	0.108	-5.33	-5.03
108	286	178	2057.27	2058.53	####	11.16	10.67	6.43	6.16	6.33	6.21	####	-0.105	-0.104	-0.104	-5.28	-5.07
108	288	180	2067.27	2068.58	####	10.00	11.20	6.45	6.16	6.34	6.21	####	-0.070	-0.072	-0.071	-5.16	-5.35
108	290	182	2077.69	2077.69	####	10.41	11.69	6.47	6.16	6.36	6.22	####	-0.047	-0.049	-0.048	-4.83	-5.60
108	292	184	2087.60	2087.60	####	9.91	12.09	6.49	6.17	6.37	6.22	####	0.000	0.000	0.000	-4.45	-5.82
108	294	186	2094.52	2094.52	####	6.92	12.75	6.52	6.19	6.40	6.24	####	0.000	0.000	0.000	-3.48	-6.15
108	296	188	2101.51	2101.51	####	6.99	13.34	6.55	6.22	6.43	6.27	####	0.044	0.059	0.050	-3.68	-6.43
108	298	190	2109.20	2111.64	####	7.69	14.04	6.76	6.43	6.64	6.48	####	0.452	0.449	0.451	-4.22	-7.16
108	300	192	2117.48	2119.76	####	8.28	15.16	6.76	6.42	6.64	6.47	####	0.419	0.418	0.418	-4.19	-7.42
108	302	194	2125.70	2127.85	####	8.22	16.07	6.77	6.43	6.65	6.48	####	0.404	0.406	0.405	-4.09	-7.66
108	304	196	2133.69	2135.72	####	7.99	16.64	6.78	6.43	6.66	6.48	####	0.398	0.400	0.398	-3.93	-7.92
108	306	198	2141.29	2143.16	####	7.60	17.20	6.80	6.44	6.68	6.49	####	0.394	0.397	0.395	-3.61	-8.18
108	308	200	2148.07	2150.11	####	6.78	17.16	6.82	6.45	6.70	6.50	####	0.389	0.393	0.390	-3.33	-8.43
108	310	202	2154.91	2156.50	####	6.85	17.00	6.78	6.39	6.64	6.44	####	0.249	0.266	0.255	-3.78	-8.20
108	312	204	2162.31	2163.83	####	7.40	17.58	6.80	6.40	6.66	6.45	####	0.250	0.268	0.256	-3.63	-8.45
108	314	206	2169.39	2170.91	####	7.08	18.18	6.82	6.41	6.68	6.46	####	0.255	0.273	0.261	-3.47	-8.73
108	316	208	2176.15	2177.46	####	6.76	18.82	6.85	6.43	6.71	6.48	####	0.262	0.280	0.268	-3.15	-9.02
108	318	210	2182.02	2183.58	####	5.87	19.31	6.87	6.44	6.73	6.49	####	0.263	0.278	0.268	-2.92	-9.29
108	320	212	2187.76	2189.43	####	5.74	19.81	6.89	6.45	6.75	6.50	####	0.265	0.277	0.269	-2.89	-9.56
108	322	214	2193.46	2195.13	####	5.70	20.30	6.92	6.47	6.77	6.52	####	0.269	0.278	0.272	-2.86	-9.80
108	324	216	2199.10	2200.66	####	5.63	20.75	6.94	6.48	6.79	6.53	####	0.273	0.280	0.275	-2.79	-10.03
108	326	218	2204.52	2205.87	####	5.43	21.16	6.96	6.49	6.81	6.54	####	0.274	0.280	0.276	-2.51	-10.24
108	328	220	2209.03	2210.67	####	4.51	21.74	6.98	6.50	6.83	6.55	####	0.271	0.277	0.273	-2.15	-10.53
108	330	222	2213.12	2214.86	####	4.09	22.18	7.00	6.51	6.85	6.56	####	0.266	0.271	0.267	-2.04	-10.75
108	332	224	2217.10	2218.87	####	3.98	22.62	7.02	6.52	6.87	6.57	####	0.259	0.263	0.260	-2.00	-10.98
108	334	226	2221.03	2222.77	####	3.93	23.10	7.05	6.53	6.88	6.58	####	0.253	0.257	0.254	-1.97	-11.22
108	336	228	2224.88	2226.58	####	3.85	23.58	7.07	6.54	6.90	6.59	####	0.248	0.253	0.249	-1.92	-11.46
108	338	230	2228.61	2230.27	####	3.73	24.09	7.09	6.55	6.92	6.60	####	0.242	0.248	0.244	-1.82	-11.71
108	340	232	2232.10	2233.71	####	3.48	24.80	7.11	6.57	6.94	6.61	####	0.236	0.243	0.238	-1.47	-12.05
108	342	234	2234.49	2236.24	####	2.40	25.13	7.13	6.57	6.96	6.62	####	0.225	0.234	0.228	-1.21	-12.24
108	344	236	2236.80	2238.59	####	2.30	25.49	7.15	6.58	6.97	6.63	####	0.212	0.222	0.215	-1.18	-12.44
108	346	238	2239.16	2240.82	####	2.37	25.88	7.16	6.58	6.99	6.63	####	0.186	0.194	0.189	-1.29	-12.64
108	348	240	2241.74	2243.35	####	2.57	26.16	7.18	6.59	7.00	6.64	####	0.169	0.176	0.171	-1.34	-12.80
108	350	242	2244.41	2246.03	####	2.68	26.46	7.20	6.60	7.02	6.65	####	0.153	0.159	0.155	-1.39	-12.96
108	352	244	2247.21	2248.79	####	2.80	26.77	7.22	6.60	7.03	6.65	####	0.139	0.143	0.140	-1.43	-13.13
108	354	246	2250.09	2251.50	####	2.87	27.08	7.24	6.61	7.05	6.66	####	0.127	0.131	0.128	-1.20	-13.30
108	356	248	2252.05	2253.45	####	1.97	27.19	7.26	6.62	7.07	6.66	####	0.106	0.112	0.108	-1.07	-13.35
108	358	250	2254.72	2255.71	####	2.67	27.20	7.27	6.62	7.08	6.67	####	-0.100	-0.089	-0.097	-1.54	-13.38
108	360	252	2257.76	2258.47	####	3.04	27.47	7.29	6.63	7.10	6.67	####	-0.090	-0.079	-0.086	-1.34	-13.52
108	362	254	2260.37	2261.14	####	2.60	27.70	7.32	6.63	7.12	6.68	####	-0.056	-0.050	-0.054	-1.44	-13.64
108	364	256	2263.32	2263.32	####	2.96	27.91	7.34	6.63	7.14	6.68	####	-0.036	-0.032	-0.035	-1.33	-13.75
108	366	258	2266.29	2266.29	####	2.96	28.06	7.37	6.63	7.16	6.68	####	0.000	0.000	0.000	-1.28	-13.83
108	384	276	2266.42	2267.63	####	0.58	30.80	7.61	6.81	7.40	6.86	####	0.193	0.213	0.199	-0.34	-15.15
108	386	278	2267.12	2268.30	####	0.69	31.27	7.64	6.83	7.42	6.88	####	0.210	0.233	0.216	-0.35	-15.37
108	388	280	2267.76	2268.94	####	0.64	31.69	7.67	6.86	7.45	6.90	####	0.224	0.247	0.230	-0.30	-15.58
108	390	282	2268.27	2269.46	####	0.51	32.06	7.69	6.87	7.47	6.92	####	0.236	0.257	0.242	-0.24	-15.75
108	392	284	2268.67	2269.88	####	0.40	32.40	7.72	6.89	7.50	6.93	####	0.246	0.264	0.251	-0.19	-15.92
108	394	286	2268.96	2270.19	####	0.29	32.80	7.74	6.90	7.52	6.95	####	0.254	0.270	0.258	-0.13	-16.12
108	396	288	2269.15	2270.33	####	0.19	33.21	7.76	6.92	7.54	6.96	####	0.259	0.274	0.263	-0.07	-16.32
108	398	290	2269.19	2270.28	####	0.04	33.60	7.79	6.93	7.56	6.98	####	0.263	0.277	0.267	0.05	-16.51
110	262	152	1892.91	1894.94	####	####	-0.18	6.21	6.09	6.16	6.14	####	0.282	0.293	0.286	-8.38	0.39
110	264	154	1909.45	1911.31	####	16.54	0.76	6.22	6.09	6.16	6.14	####	0.257	0.262	0.259	-8.17	0.00
110	266	156	1925.43	1927.39	####	15.98	1.49	6.24	6.10	6.18	6.15	####	0.255	0.258	0.256	-7.89	-0.36
110	268	158	1940.94	1943.10	####	15.51	2.12	6.26	6.11	6.20	6.16	####	0.253	0.257	0.255	-7.70	-0.70
110	270	160	1956.16	1958.44	1958.52	15.22	2.84	6.28	6.12	6.22	6.17	####	0.251	0.256	0.253	-7.57	-1.07
110	272	162	1971.20	1973.42	####	15.04	3.66	6.30	6.13	6.24	6.18	####	0.248	0.255	0.250	-6.96	-1.48
110	274	164	1983.65	1985.89	####	12.45	4.65	6.32	6.14	6.25	6.19	####	0.227	0.235	0.230	-6.28	-2.07
110	276	166	1996.29	1998.24	####	12.64	6.09	6.33	6.14	6.26	6.19	####	0.200	0.208	0.203	-6.28	-2.66
110	278	168	2008.67	2010.68	####	12.37	7.09	6.35	6.15	6.27	6.20	####	0.185	0.195	0.189	-6.17	-3.13
110	280	170	2020.82	2022.89	####	12.15	7.77	6.37	6.16	6.29	6.21	####	0.170	0.181	0.174	-6.06	-3.51
110	282	172	2032.78	2034.89	####	11.96	8.35	6.38	6.16	6.30	6.21	####	0.153	0.164	0.157	-5.97	-3.83
110	284	174	2044.60	2046.66	####	11.82	8.94	6.40	6.17	6.31	6.22	####	0.139	0.149	0.143	-5.61	-4.13
110	286	176	2055.48	2057.39	####	10.87	9.37	6.41	6.17	6.32	6.22	####	0.107	0.115	0.110	-5.52	-4.34
110	288	178	2066.70	2067.94	####	11.22	9.43	6.43	6.17	6.34	6.23	####	-0.101	-0.100	-0.101	-5.56	-4.44
110	290	180	2077.27	2078.56	####	10.57	10.00	6.45	6.18	6.35	6.23	####	-0.067	-0.067	-0.067	-5.44	-4.74
110	292	182	2088.19	2088.19	####	10.92	10.50	6.47	6.18	6.36	6.23	####	-0.045	-0.046	-0.046	-5.08	-5.00
110	294	184	2098.56	2098.56	####	10.36	10.96	6.49	6.19	6.38	6.24	####	0.000	0.000	0.000	-4.69	-5.23
110	296	186	2106.14	2106.14	####	7.58	11.62	6.52	6.21	6.40	6.26	####	0.000	0.000	0.000	-3.80	-5.57
110	298	188	2113.71	2113.71	####	7.58	12.20	6.54	6.23	6.43	6.28	####	-0.033	-0.042	-0.037	-3.85	-5.86
110	300	190	2122.63	2125.04	####	8.92	13.43	6.75	6.45	6.64	6.50	####	0.447	0.443	0.446	-4.51	-6.20
110	302	192	2131.49	2133.78	####	8.86	14.00	6.76	6.45	6.65	6.50	####	0.429	0.427	0.429	-4.44	-6.47
110	304	194	2140.21	2142.37	####	8.72	14.51	6.77	6.45	6.66	6.50	####	0.414	0.414	0.414	-4.34	-6.73
110	306	196	2148.69	2150.72	####	8.48	15.00	6.79	6.46	6.67	6.51	####	0.403	0.406	0.404	-4.18	-6.99
110	308	198	2156.78	2158.68	####	8.09	15.49	6.81	6.47	6.69	6.52	####	0.396	0.400	0.397	-3.88	-7.25
110	310	200	2164.13	2166.21	####	7.35	16.06	6.83	6.48	6.71	6.53	####	0.395	0.399	0.396	-3.60	-7.54
110	312	202	2171.11	2173.27	####	6.98	16.19	6.85	6.50	6.73	6.54	####	0.394	0.398	0.395	-3.46	-7.82
110	314	204	2178.47	2180.15	####	7.36	16.16	6.80	6.43	6.67	6.48	####	0.267	0.284	0.273	-3.87	-7.79
